cost(per GB),cloudlet-0,cloudlet-1,cloudlet-2,cloudlet-3,cloudlet-4,cloudlet-5,cloudlet-6,cloudlet-7,cloudlet-8,cloudlet-9,cloudlet-10,cloudlet-11,cloudlet-12,cloudlet-13,cloudlet-14,cloudlet-15,cloudlet-16,cloudlet-17,cloudlet-18,cloudlet-19,cloudlet-20,cloudlet-21,cloudlet-22,cloudlet-23,cloudlet-24,cloudlet-25,cloudlet-26,cloudlet-27,cloudlet-28,cloudlet-29,cloudlet-30,cloudlet-31,cloudlet-32,cloudlet-33,cloudlet-34,cloudlet-35,cloudlet-36,cloudlet-37,cloudlet-38,cloudlet-39,cloudlet-40,cloudlet-41,cloudlet-42,cloudlet-43,cloudlet-44,cloudlet-45,cloudlet-46,cloudlet-47,cloudlet-48,cloudlet-49,cloudlet-50,cloudlet-51,cloudlet-52,cloudlet-53,cloudlet-54,cloudlet-55,cloudlet-56,cloudlet-57,cloudlet-58,cloudlet-59,cloudlet-60,cloudlet-61,cloudlet-62,cloudlet-63,cloudlet-64,cloudlet-65,cloudlet-66,cloudlet-67,cloudlet-68,cloudlet-69,cloudlet-70,cloudlet-71,cloudlet-72,cloudlet-73,cloudlet-74,cloudlet-75,cloudlet-76,cloudlet-77,cloudlet-78,cloudlet-79,cloudlet-80,cloudlet-81,cloudlet-82,cloudlet-83,cloudlet-84,cloudlet-85,cloudlet-86,cloudlet-87,cloudlet-88,cloudlet-89,cloudlet-90,cloudlet-91,cloudlet-92,cloudlet-93,cloudlet-94,cloudlet-95,cloudlet-96,cloudlet-97,cloudlet-98,cloudlet-99,cloudlet-100,cloudlet-101,cloudlet-102,cloudlet-103,cloudlet-104,cloudlet-105,cloudlet-106,cloudlet-107,cloudlet-108,cloudlet-109,cloudlet-110,cloudlet-111,cloudlet-112,cloudlet-113
cloudlet-10,0.026183493,0.023777616,0.013146584,0.022653902,0.026382235,0.027757151,0.021586414,0.024965559,0.028420146,0.014078206,0,0.020411997,0.02068216,0.016075124,0.017622206,0.020506395,0.023148525,0.010376935,0.027188145,0.019925512,0.026509279,0.01549865,0.010165012,0.028105659,0.028772104,0.010840979,0.01540199,0.027547939,0.021327196,0.012714392,0.023796185,0.026008753,0.014606304,0.027954129,0.018649008,0.02755794,0.027109286,0.027193126,0.029896551,0.026931385,0.028651996,0.027831067,0.021951666,0.016348144,0.023695343,0.012199532,0.013297214,0.024436796,0.014442676,0.017590627,0.015994212,0.021148827,0.011660881,0.01746537,0.019660936,0.026845912,0.020397758,0.027722251,0.01361572,0.027663802,0.013378203,0.029024996,0.018186308,0.01419343,0.010540593,0.011002565,0.019825887,0.01220193,0.011377918,0.029333563,0.01544048,0.018743052,0.020507387,0.014347197,0.018842816,0.011178932,0.012861974,0.011741643,0.027362727,0.011026511,0.017652313,0.013455847,0.010134671,0.011319506,0.017828937,0.027986138,0.02705371,0.020174037,0.022487991,0.016901853,0.020453191,0.016884142,0.020124009,0.029951386,0.025248671,0.028833391,0.025063991,0.020805991,0.019751598,0.015153447,0.010195309,0.011931168,0.017742238,0.018605765,0.018554265,0.021793114,0.015057415,0.027600357,0.019799108,0.035664131,0.031753785,0.05884824,0.059266481,0.088401555
cloudlet-11,0.029511523,0.017581709,0.025442634,0.023579765,0.023187969,0.021291817,0.010642762,0.010614627,0.028172964,0.028693553,0.020411997,0,0.015572532,0.024203441,0.01157438,0.011114785,0.028948682,0.011176809,0.028218596,0.024631025,0.026497185,0.02886183,0.011878082,0.015372855,0.029300937,0.021687656,0.028253947,0.014041548,0.016481782,0.024536092,0.011728184,0.028735838,0.028286572,0.014415679,0.023708477,0.011596336,0.026967868,0.028897313,0.011647667,0.017992272,0.024628066,0.029310483,0.018495494,0.017588581,0.028220135,0.022377341,0.022982648,0.021772834,0.01177994,0.025177884,0.025857479,0.012975318,0.010689942,0.027485219,0.012707394,0.015182662,0.016638221,0.029088764,0.023253261,0.01058068,0.012468973,0.020771582,0.018496843,0.026820362,0.010253757,0.026867554,0.020402919,0.022134741,0.027406144,0.013163315,0.016364675,0.015939975,0.013773051,0.020996039,0.025916489,0.012169,0.022041245,0.025119483,0.028630094,0.025535856,0.01576604,0.0275477,0.024237523,0.013223373,0.014143761,0.025233664,0.015714958,0.017068158,0.02327825,0.017680157,0.025898397,0.026854983,0.010710054,0.013902148,0.025659893,0.018773431,0.017739888,0.021133466,0.024686082,0.015950989,0.028141442,0.016867228,0.024658427,0.016395704,0.027651837,0.028484975,0.019629829,0.010211216,0.021374805,0.047333223,0.039374834,0.058324653,0.045835865,0.082458381
cloudlet-12,0.018553993,0.017764583,0.021445386,0.0212586,0.016060565,0.02957857,0.026184742,0.020447898,0.012136166,0.016192764,0.02068216,0.015572532,0,0.025278228,0.014098359,0.022932818,0.028047443,0.026945612,0.023190557,0.014674572,0.021459665,0.011790765,0.015321076,0.017240604,0.014417864,0.01856052,0.017660253,0.027581364,0.027886717,0.014864342,0.016577786,0.026241165,0.012109154,0.022616935,0.012879139,0.026222398,0.024960435,0.01075484,0.015851003,0.02426319,0.014302367,0.018938964,0.028953576,0.02157184,0.012954832,0.028359929,0.011941973,0.013188116,0.029814126,0.016394426,0.023980881,0.023405641,0.02232378,0.015312601,0.020764885,0.024149284,0.023488809,0.022792403,0.02682597,0.021033606,0.02486837,0.025926717,0.029549977,0.024751424,0.021885237,0.027016066,0.010204261,0.020886125,0.0275023,0.010856873,0.013258604,0.022273647,0.015279999,0.017972931,0.024631796,0.012032168,0.017579896,0.020479625,0.021972533,0.016430694,0.020892563,0.014921473,0.016446429,0.021883084,0.021052408,0.027905754,0.011189936,0.019355338,0.0165501,0.020155165,0.016645115,0.028678833,0.012136443,0.027568597,0.028216619,0.014904516,0.013127338,0.012267448,0.021097099,0.014234333,0.010088768,0.025876735,0.026558079,0.02355804,0.012393939,0.02065886,0.01615589,0.029218812,0.029459349,0.049871989,0.059446329,0.054726796,0.04831989,0.080933438
cloudlet-13,0.019609997,0.010116115,0.015024528,0.016639755,0.016518845,0.010780662,0.023968163,0.015766694,0.022740677,0.021821221,0.016075124,0.024203441,0.025278228,0,0.016100388,0.025706549,0.027174713,0.0238968,0.013084965,0.024639565,0.012948232,0.018279269,0.029370377,0.01636858,0.011398663,0.023138168,0.021073449,0.010526193,0.019965761,0.015487468,0.013819507,0.017851334,0.019706324,0.013002651,0.026177342,0.015219091,0.028246119,0.014340708,0.02949224,0.018960842,0.01394884,0.015344417,0.015436714,0.018250144,0.029830426,0.028855456,0.024968032,0.028032183,0.017090387,0.028323617,0.020737019,0.025024938,0.02510797,0.024523581,0.029865593,0.020244352,0.025552817,0.011188566,0.024516569,0.024339262,0.018531067,0.028518608,0.029565066,0.011606834,0.026445679,0.011083035,0.016620351,0.018591275,0.013055983,0.02353349,0.029789201,0.023994014,0.013604714,0.023276588,0.017336881,0.025785362,0.01400851,0.024077639,0.022528579,0.017943665,0.0147079,0.0244056,0.02477612,0.021736378,0.01530551,0.024457697,0.01328839,0.024814889,0.015201219,0.023260081,0.022203779,0.02242236,0.02050106,0.012008546,0.017150109,0.011694119,0.012721684,0.014731794,0.017115528,0.014574594,0.017342882,0.026803433,0.012055762,0.025520037,0.017527625,0.01912724,0.023088781,0.021711392,0.026796477,0.057367849,0.047862172,0.038343356,0.043515365,0.075780102
cloudlet-14,0.020598983,0.012843816,0.024157722,0.029749361,0.028741592,0.016767619,0.013773803,0.027926091,0.012413693,0.01110289,0.017622206,0.01157438,0.014098359,0.016100388,0,0.02554571,0.015336448,0.024473715,0.019701738,0.021728751,0.017380427,0.016670122,0.0273985,0.02227127,0.012641182,0.021925172,0.01840646,0.02352203,0.016610372,0.01565336,0.020461984,0.017340928,0.017730281,0.022025611,0.010014275,0.018507597,0.018517306,0.024317344,0.011766979,0.016613757,0.010324691,0.014591401,0.029258525,0.025333742,0.023464648,0.014908451,0.026660835,0.018643105,0.014388019,0.025395894,0.019099498,0.027751101,0.02316495,0.020417619,0.025226965,0.010371377,0.011298815,0.02099808,0.014589418,0.025143431,0.022987067,0.022059696,0.017833408,0.017900231,0.027535857,0.025491326,0.026728157,0.012038351,0.024176146,0.029747954,0.029895357,0.014761058,0.021967148,0.024666191,0.019108229,0.017419475,0.017818475,0.011500276,0.023540905,0.016444792,0.029782802,0.018624529,0.02851306,0.013124562,0.012438179,0.014995031,0.016199637,0.022885954,0.019366145,0.028995626,0.02427149,0.012866446,0.024159851,0.016033937,0.025924925,0.029508127,0.019331193,0.02596396,0.029458769,0.018829804,0.026785532,0.02884133,0.029887992,0.011702025,0.029943214,0.027697288,0.019345151,0.020752145,0.013290925,0.041815514,0.040686925,0.053993911,0.048927467,0.067257429
cloudlet-15,0.0121857,0.011381902,0.023861169,0.02655179,0.016080967,0.016421194,0.017385183,0.013725648,0.018134193,0.01438072,0.020506395,0.011114785,0.022932818,0.025706549,0.02554571,0,0.025250765,0.016943338,0.025620872,0.010505338,0.026498083,0.018144106,0.026574705,0.023815612,0.024836454,0.016835611,0.027366104,0.026979524,0.026324932,0.013706815,0.024546926,0.012039714,0.023745858,0.010627836,0.018866093,0.027382093,0.01173436,0.015862105,0.023423503,0.020620094,0.025118838,0.028806167,0.022755182,0.015827474,0.018390726,0.013815705,0.01037061,0.020088118,0.015626552,0.026548165,0.016222561,0.026569934,0.018461956,0.019911785,0.027476686,0.024106594,0.011798774,0.024923043,0.022133882,0.020095858,0.018915578,0.022400025,0.027139327,0.011119357,0.018493698,0.014086546,0.010455447,0.025789003,0.022473344,0.025328504,0.017617914,0.019218846,0.026261714,0.029989242,0.018085289,0.010351382,0.023628361,0.026356698,0.010697235,0.017177137,0.019673238,0.028779366,0.019195705,0.015416611,0.028521533,0.028464778,0.023716214,0.028468994,0.020991466,0.01062652,0.015902997,0.019898216,0.028046564,0.013787584,0.021923124,0.026537568,0.022248909,0.016495506,0.024877294,0.026947734,0.01768001,0.026499152,0.018599371,0.02288959,0.013206733,0.026835375,0.023763378,0.016331219,0.024589741,0.041391347,0.033815877,0.036673244,0.041201942,0.074388536
cloudlet-16,0.01788977,0.023104511,0.025832515,0.023424847,0.026550805,0.020328395,0.018836858,0.027370031,0.011992968,0.012962421,0.023148525,0.028948682,0.028047443,0.027174713,0.015336448,0.025250765,0,0.010905818,0.020481586,0.029241515,0.02402897,0.023157311,0.013876234,0.013305479,0.024443759,0.011083082,0.018511496,0.026954826,0.027924027,0.01919647,0.016342448,0.013887372,0.015878984,0.020677605,0.014326919,0.026382888,0.013810241,0.01359383,0.01394734,0.023257967,0.02741302,0.029786752,0.029617389,0.022545848,0.025921681,0.016283489,0.017992785,0.021119863,0.012324809,0.027407276,0.022040125,0.019355222,0.017267195,0.028231317,0.022272989,0.01883956,0.020587564,0.025403587,0.012781416,0.029599422,0.02575458,0.018482086,0.025084233,0.017162507,0.025590483,0.013168407,0.025454004,0.026904263,0.010428713,0.026513515,0.017910139,0.024859852,0.018288024,0.020534023,0.014354808,0.01146526,0.024339543,0.016696765,0.014918289,0.028012018,0.015549546,0.011664478,0.020758016,0.028659293,0.027427141,0.021385848,0.020457002,0.017980185,0.017740248,0.020526455,0.016217602,0.021368095,0.028549587,0.021264097,0.021629952,0.01606424,0.017377025,0.013474362,0.021175862,0.022359914,0.024760128,0.02043938,0.029126232,0.023769877,0.010445333,0.010868188,0.014895505,0.021753688,0.01253798,0.03699156,0.033351642,0.045633308,0.045630741,0.077769089
cloudlet-17,0.024534016,0.010595615,0.011550285,0.027217857,0.022957772,0.01276105,0.027841267,0.023439369,0.012205578,0.024996753,0.010376935,0.011176809,0.026945612,0.0238968,0.024473715,0.016943338,0.010905818,0,0.024530071,0.025767542,0.022675329,0.026791543,0.01952939,0.013896021,0.026080091,0.017859654,0.010863716,0.025207872,0.011171851,0.027900495,0.025236364,0.010909966,0.022267853,0.021849081,0.022319799,0.024031665,0.016745665,0.016632391,0.018848306,0.012840047,0.013397356,0.028192363,0.027142847,0.021480303,0.028984281,0.017575844,0.018452411,0.011866542,0.028045106,0.019188142,0.020469975,0.010470725,0.0178585,0.023406117,0.028313488,0.019048602,0.016075248,0.013628479,0.021374201,0.015580098,0.029318135,0.010793569,0.02826545,0.018985031,0.014217876,0.01025563,0.01530954,0.019367112,0.019608361,0.014237507,0.028395222,0.022466331,0.021047345,0.014071275,0.016899375,0.025498445,0.023138613,0.018613657,0.02097532,0.021273235,0.010985573,0.02183142,0.021951221,0.020407019,0.020851451,0.022752971,0.017789096,0.021226368,0.024676321,0.029765538,0.014608614,0.011943259,0.029208939,0.028094376,0.01495383,0.019705233,0.029039527,0.015646647,0.020039369,0.018066773,0.013513982,0.027749192,0.013456476,0.026507284,0.023895131,0.018184947,0.029383913,0.025438603,0.012688564,0.033090243,0.037242295,0.058557088,0.03625661,0.088044674
cloudlet-18,0.017178785,0.017406458,0.012657313,0.024804875,0.028451915,0.024114183,0.010204883,0.014431877,0.018313163,0.027206454,0.027188145,0.028218596,0.023190557,0.013084965,0.019701738,0.025620872,0.020481586,0.024530071,0,0.023341544,0.014006013,0.015167309,0.02227438,0.014395474,0.015260093,0.012143292,0.014403865,0.024106703,0.017645724,0.025181415,0.027361369,0.029480085,0.022498237,0.023351277,0.020526423,0.028970709,0.017761683,0.025123489,0.014509943,0.025651576,0.012291244,0.016506326,0.022482179,0.015025476,0.026253804,0.024093579,0.027048355,0.016089236,0.016658686,0.011836992,0.010806929,0.017973072,0.019045857,0.02998453,0.028339473,0.022081827,0.025938965,0.019416101,0.020496423,0.02033763,0.010865078,0.023286035,0.021036931,0.010553654,0.014688957,0.016798744,0.025630863,0.011776771,0.015498643,0.017126115,0.025635276,0.013346952,0.013553419,0.023418906,0.023808402,0.010182683,0.018605632,0.02408372,0.02172846,0.021860991,0.017769811,0.019820521,0.023936913,0.024983906,0.017913338,0.016532906,0.015729219,0.015966891,0.01929867,0.029482584,0.029455032,0.021818871,0.024119261,0.024013718,0.025350922,0.018662292,0.01132381,0.020877089,0.010973627,0.019926357,0.029429674,0.022742298,0.013288481,0.027076781,0.015425453,0.011848046,0.027022484,0.029561121,0.023767514,0.059024924,0.030344232,0.049454583,0.054936503,0.07769188
cloudlet-19,0.014172187,0.027723295,0.018788585,0.016762133,0.019610705,0.029704029,0.025431898,0.018772745,0.024071568,0.021144283,0.019925512,0.024631025,0.014674572,0.024639565,0.021728751,0.010505338,0.029241515,0.025767542,0.023341544,0,0.020877503,0.021525977,0.028404693,0.028410597,0.01664412,0.029494569,0.026164956,0.01524566,0.023665283,0.024049155,0.028754914,0.022645548,0.011095853,0.010937243,0.019001485,0.010205333,0.026650854,0.013882402,0.028374725,0.029217528,0.021616456,0.02754259,0.010656709,0.010398239,0.013324369,0.024703241,0.02917548,0.019424318,0.029125234,0.011576292,0.015969879,0.021576334,0.023374395,0.023430137,0.022701706,0.011678772,0.02981353,0.019004804,0.025294812,0.028294504,0.02004609,0.02833126,0.016232908,0.027531269,0.024894726,0.012563828,0.014724659,0.020441815,0.028327593,0.024892081,0.012337322,0.023304013,0.014753057,0.021589172,0.012302998,0.019175943,0.028509686,0.021688726,0.021208129,0.022370094,0.021487582,0.020591445,0.029027456,0.022726393,0.024064417,0.022953726,0.026241803,0.027188524,0.028541264,0.015983973,0.023858601,0.022958169,0.025118709,0.012280799,0.016595848,0.023073973,0.020915928,0.028309146,0.02918925,0.027490114,0.018433966,0.022370629,0.010264209,0.011711342,0.023776792,0.015127007,0.011682713,0.023916321,0.011117422,0.03379632,0.049107733,0.053927646,0.037863802,0.085209421
cloudlet-20,0.012300956,0.029413025,0.028189968,0.025689677,0.026099329,0.020053482,0.026513799,0.021750337,0.028994788,0.027818173,0.026509279,0.026497185,0.021459665,0.012948232,0.017380427,0.026498083,0.02402897,0.022675329,0.014006013,0.020877503,0,0.013118839,0.014848532,0.018679598,0.021245208,0.014262652,0.017748977,0.021097297,0.022570817,0.020293447,0.017388543,0.029113585,0.028197218,0.018333547,0.028214498,0.028838908,0.01784405,0.029924145,0.026984124,0.029098201,0.011516942,0.023845313,0.026484084,0.029205405,0.018651086,0.029808556,0.023524883,0.027683242,0.021046208,0.01594864,0.014845417,0.013834648,0.016543016,0.015996765,0.010514983,0.013531015,0.029154403,0.023026707,0.029209289,0.02101617,0.019405131,0.01546026,0.022337172,0.026300617,0.029188124,0.024487153,0.021573079,0.020542152,0.020373645,0.011041732,0.015939614,0.028641128,0.011739072,0.025330101,0.021004206,0.023016907,0.011518337,0.016762152,0.022783005,0.01142607,0.029011337,0.018003354,0.021742872,0.014507365,0.012565528,0.013354728,0.026071226,0.023715278,0.026022576,0.027618587,0.010330307,0.022774707,0.015244673,0.02432137,0.013060556,0.010635621,0.028131663,0.015485429,0.014749045,0.021724048,0.021142855,0.026241174,0.011975086,0.016303917,0.011823121,0.022498702,0.026790508,0.01551984,0.029619684,0.037752955,0.038818806,0.036022506,0.030451244,0.063844147
cloudlet-21,0.020880907,0.022059466,0.018416787,0.026859572,0.010799694,0.018649649,0.019247335,0.027736599,0.022042287,0.01104863,0.01549865,0.02886183,0.011790765,0.018279269,0.016670122,0.018144106,0.023157311,0.026791543,0.015167309,0.021525977,0.013118839,0,0.025085284,0.012621247,0.026715092,0.02918694,0.026826973,0.017903473,0.015852781,0.018667648,0.029680101,0.021530137,0.016289334,0.021657372,0.026246598,0.022457868,0.013309082,0.028128231,0.026113885,0.022364098,0.026765789,0.022235656,0.020001217,0.016463549,0.015382203,0.029653558,0.019738151,0.027414218,0.028470735,0.025858705,0.010149335,0.024148269,0.020810185,0.017284974,0.01186562,0.024947592,0.020300215,0.017808103,0.017362566,0.010243916,0.015819904,0.010880899,0.02185119,0.012387604,0.020229439,0.022104186,0.017022475,0.029404081,0.026885293,0.017659633,0.010936344,0.027224343,0.016441135,0.023121907,0.026053823,0.012540393,0.029645006,0.010861001,0.014737578,0.020921164,0.018319426,0.022491699,0.017680578,0.021918992,0.01533366,0.028047191,0.011392458,0.02635324,0.014784603,0.028061687,0.014138954,0.025038419,0.029133784,0.016920858,0.029033436,0.023997727,0.017665086,0.015043552,0.01644056,0.014591697,0.022088259,0.01771647,0.023814478,0.020568104,0.019391034,0.010818104,0.019923539,0.012573452,0.029000376,0.055725232,0.043324811,0.044545708,0.054163162,0.06541978
cloudlet-22,0.025015564,0.028864542,0.021055762,0.013293527,0.021557438,0.011799018,0.023417917,0.022131625,0.022451145,0.029195756,0.010165012,0.011878082,0.015321076,0.029370377,0.0273985,0.026574705,0.013876234,0.01952939,0.02227438,0.028404693,0.014848532,0.025085284,0,0.012071414,0.022970611,0.017228564,0.010809924,0.027623599,0.019345536,0.028058032,0.0289368,0.012749817,0.020340944,0.023298273,0.013020648,0.024233981,0.011754274,0.019819684,0.023776841,0.026294139,0.02031864,0.012828344,0.027736725,0.013038733,0.017337602,0.021461079,0.024215957,0.022737267,0.022381588,0.029284879,0.028512538,0.026637412,0.024309861,0.014500391,0.018353035,0.02063782,0.015254267,0.023632232,0.024691964,0.015026208,0.012431386,0.01770542,0.015876221,0.029103622,0.014168268,0.019877313,0.02791509,0.027470418,0.010855449,0.021474236,0.029357125,0.015595623,0.022589971,0.011660946,0.026159218,0.017915061,0.015886727,0.018918642,0.026834394,0.013500847,0.01059714,0.028370004,0.026951822,0.011143022,0.01743767,0.010437806,0.027000218,0.027414349,0.011731004,0.019748213,0.011047641,0.016407939,0.029156934,0.016749322,0.017860186,0.026498145,0.018974819,0.024932981,0.019665076,0.010450956,0.012258916,0.014657729,0.013629766,0.016564624,0.022889105,0.029615385,0.021703476,0.022031363,0.011380605,0.054304646,0.045000643,0.034011789,0.053113525,0.086978277
cloudlet-23,0.026463761,0.018842569,0.011304023,0.022826383,0.022577237,0.018357667,0.01119729,0.027129099,0.028565881,0.013829515,0.028105659,0.015372855,0.017240604,0.01636858,0.02227127,0.023815612,0.013305479,0.013896021,0.014395474,0.028410597,0.018679598,0.012621247,0.012071414,0,0.021093879,0.015268187,0.018964752,0.01843856,0.015061301,0.025228982,0.016676029,0.022048222,0.010481737,0.020606881,0.015592678,0.028234288,0.025303561,0.020114738,0.018958658,0.018015395,0.019999326,0.028664157,0.029328797,0.025221159,0.020109622,0.019430194,0.012549159,0.012448989,0.010204725,0.025616011,0.029096601,0.022246402,0.02129334,0.01946748,0.025823535,0.019000751,0.025968984,0.015749166,0.011623564,0.016256886,0.014623649,0.01909002,0.022420682,0.018436248,0.012968504,0.02486624,0.02776768,0.025017023,0.016614337,0.019451266,0.023740291,0.010154658,0.014122585,0.019056296,0.022744208,0.027954044,0.020515902,0.011744788,0.01261196,0.023153421,0.01041435,0.011346857,0.014588645,0.014171939,0.017244745,0.011242164,0.028753878,0.016503604,0.013859745,0.022314283,0.014543731,0.025671737,0.017323056,0.025392958,0.015737342,0.019964563,0.027582851,0.011048014,0.017996056,0.023538633,0.021295616,0.012224191,0.023544717,0.010343292,0.028391586,0.029315554,0.01948653,0.023680996,0.01791222,0.054569327,0.03928938,0.044085077,0.031912152,0.080601558
cloudlet-24,0.026392469,0.028385873,0.019466219,0.019307074,0.013933834,0.013914157,0.023520613,0.023282447,0.01277067,0.028719922,0.028772104,0.029300937,0.014417864,0.011398663,0.012641182,0.024836454,0.024443759,0.026080091,0.015260093,0.01664412,0.021245208,0.026715092,0.022970611,0.021093879,0,0.011629406,0.029304204,0.021329637,0.010723019,0.025193802,0.021826154,0.02024509,0.027279714,0.014924556,0.016994799,0.024340351,0.022124793,0.017183053,0.01634218,0.029312843,0.015163557,0.011286728,0.016317832,0.021007434,0.010312108,0.025108608,0.012719265,0.010361839,0.013077479,0.020039802,0.016891429,0.027629725,0.014893536,0.012303651,0.010214667,0.016491849,0.022247565,0.015324771,0.014817854,0.029460288,0.017838237,0.012615981,0.017415368,0.020203581,0.026472904,0.021195831,0.016352397,0.02297529,0.01041872,0.028651053,0.020084568,0.010190795,0.01785296,0.01043842,0.020621481,0.012587426,0.028702542,0.028566959,0.025282346,0.023707139,0.019261878,0.022510433,0.016866765,0.026883158,0.012020226,0.014872469,0.019696329,0.01997577,0.016398454,0.015515895,0.024256697,0.014703515,0.029965801,0.023675668,0.026022788,0.019822967,0.023193909,0.02619875,0.021395087,0.022917742,0.015357709,0.027084801,0.010854042,0.019906621,0.025742624,0.014968117,0.027642912,0.024932697,0.027576362,0.036682617,0.050320381,0.057733521,0.045118373,0.081465465
cloudlet-25,0.013862344,0.022182338,0.01617556,0.017202712,0.011594897,0.012520314,0.026464096,0.014282588,0.024529555,0.023094484,0.010840979,0.021687656,0.01856052,0.023138168,0.021925172,0.016835611,0.011083082,0.017859654,0.012143292,0.029494569,0.014262652,0.02918694,0.017228564,0.015268187,0.011629406,0,0.015959643,0.020162209,0.029934434,0.02971512,0.014606829,0.026945303,0.021182434,0.016818587,0.016912652,0.023979235,0.01770669,0.019607369,0.01671881,0.025156362,0.017771093,0.017674961,0.01794821,0.017593635,0.028541611,0.022200054,0.011276106,0.027143632,0.020597434,0.022564358,0.014128605,0.011726929,0.021183795,0.029803547,0.017243554,0.020276693,0.013009009,0.017173737,0.017823856,0.022966008,0.028753884,0.013015818,0.022959113,0.012196942,0.011779201,0.02600669,0.017228746,0.011892051,0.020883256,0.018756373,0.025506122,0.020856563,0.017753071,0.010267095,0.016070451,0.010920041,0.023797179,0.024178272,0.015693751,0.026198763,0.012045461,0.024004531,0.020074459,0.018101863,0.026997927,0.01379059,0.02773204,0.015868101,0.02641173,0.021769973,0.020674694,0.029021187,0.024385153,0.022364196,0.02828969,0.012843899,0.027140265,0.014884045,0.016332914,0.015135183,0.014766296,0.013504493,0.024873064,0.013432954,0.017661833,0.011531679,0.011047545,0.027871445,0.011129958,0.036364873,0.051169014,0.04478265,0.056982672,0.086462146
cloudlet-26,0.029225438,0.019746133,0.019278176,0.010721293,0.022632858,0.016900686,0.01223475,0.029595855,0.029369392,0.028542533,0.01540199,0.028253947,0.017660253,0.021073449,0.01840646,0.027366104,0.018511496,0.010863716,0.014403865,0.026164956,0.017748977,0.026826973,0.010809924,0.018964752,0.029304204,0.015959643,0,0.013279632,0.014438806,0.015378453,0.011082918,0.017973386,0.010888505,0.028772995,0.020062688,0.026375388,0.021503579,0.014763692,0.017192173,0.023282484,0.02954066,0.019263949,0.011527986,0.023886301,0.029716865,0.014250114,0.026692524,0.02832371,0.019421576,0.028436953,0.016800974,0.017245107,0.010492509,0.017224613,0.023246586,0.022262058,0.024038164,0.020766904,0.021173414,0.014538106,0.010259193,0.017314044,0.010641246,0.024244163,0.011313273,0.025382041,0.019784972,0.028131646,0.026609062,0.011657471,0.025787274,0.01883005,0.019458292,0.01631776,0.011884681,0.016048615,0.012087436,0.024233385,0.012568315,0.020374276,0.014608264,0.015358925,0.020939844,0.011274542,0.021883149,0.02004043,0.021741977,0.022614333,0.01352314,0.024776183,0.025558878,0.020698561,0.011812112,0.026805467,0.020910429,0.028284956,0.016803541,0.027531591,0.014130407,0.019834174,0.025736926,0.024150852,0.01047854,0.021239331,0.01751887,0.019868951,0.024290121,0.020193527,0.011307824,0.043216235,0.039571652,0.032183322,0.030514077,0.074984453
cloudlet-27,0.020618034,0.015491716,0.024349736,0.027936847,0.019267723,0.014056589,0.024890706,0.015266891,0.025094278,0.01857341,0.027547939,0.014041548,0.027581364,0.010526193,0.02352203,0.026979524,0.026954826,0.025207872,0.024106703,0.01524566,0.021097297,0.017903473,0.027623599,0.01843856,0.021329637,0.020162209,0.013279632,0,0.026702167,0.021080196,0.012210382,0.010504864,0.024476639,0.018217135,0.029164392,0.029896823,0.018167761,0.018591067,0.013723791,0.012645759,0.021120806,0.02516151,0.013259093,0.011050539,0.016300052,0.024671785,0.016923805,0.025343874,0.027123027,0.012688912,0.026917231,0.019569505,0.020474354,0.010502325,0.028475052,0.018695137,0.02044601,0.024966573,0.027221514,0.026275059,0.010045265,0.010626727,0.010183685,0.016410772,0.013444056,0.016970969,0.029711558,0.021026027,0.015120225,0.018828119,0.026395151,0.025492672,0.025515867,0.023732924,0.026126209,0.012625075,0.025835181,0.01545375,0.029997333,0.011050744,0.017889241,0.022893353,0.020566473,0.016145291,0.011797726,0.014375676,0.012259234,0.023454519,0.024642646,0.019798356,0.01982013,0.012157486,0.027959145,0.025298403,0.022903602,0.029519406,0.019895085,0.013313863,0.022472091,0.01413196,0.02257731,0.02984571,0.022003537,0.019600059,0.013914273,0.021874181,0.029018636,0.012433235,0.01651279,0.059987898,0.041216456,0.043515151,0.043360037,0.063556354
cloudlet-28,0.023174503,0.017296611,0.018900774,0.020201888,0.029855667,0.023010667,0.021802812,0.025783996,0.024495802,0.021049029,0.021327196,0.016481782,0.027886717,0.019965761,0.016610372,0.026324932,0.027924027,0.011171851,0.017645724,0.023665283,0.022570817,0.015852781,0.019345536,0.015061301,0.010723019,0.029934434,0.014438806,0.026702167,0,0.029010161,0.022386462,0.02757199,0.018962821,0.027818236,0.013164023,0.025519618,0.021355407,0.024823597,0.022554603,0.010077008,0.023550153,0.018402183,0.024255026,0.013785774,0.010849028,0.015596072,0.024102186,0.020026737,0.012654111,0.012160783,0.016456817,0.014387167,0.027808527,0.019104772,0.015958949,0.021433534,0.027347793,0.013914032,0.022590465,0.029733777,0.026341972,0.020443027,0.019500278,0.02569885,0.027655802,0.014225402,0.017021588,0.016172188,0.015227353,0.016768734,0.024544504,0.023050295,0.021981368,0.012929331,0.027369143,0.02848732,0.014708754,0.011321326,0.023656288,0.012319019,0.013004587,0.010475803,0.012172771,0.01428511,0.024695309,0.011474367,0.023182676,0.016554263,0.029865405,0.021696149,0.014398538,0.018827352,0.020908159,0.021407511,0.022735781,0.025942905,0.023843628,0.022117843,0.01400886,0.029802262,0.018212201,0.011305986,0.020584313,0.028199336,0.026326624,0.012675087,0.010816778,0.017340743,0.01192834,0.037818386,0.039613745,0.036705104,0.033699697,0.088426923
